parquetry,noun,"The technique of applying wooden tiles or veneers to create a decorative geometrical pattern on floors, furniture etc.",The new ballroom floor is a marvellono sentence.
of parquetry.
limerick,noun,"A humorous, often bawdy verse of five anapaestic lines, with the rhyme scheme aabba, and typically having a 9–9–6–6–9 cadence.",no sentence.
orotund,adjective,"Characterized by fullness, clarity, strength, and smoothness of sound.",no sentence.
onomatopoeia,noun,The property of a word of sounding like what it represents.,no sentence.
malingerer,noun,A person who malingers.,no sentence.
optometrist,noun,"A person trained and skilled in examining and testing the eyes for defects, in order to prescribe corrective lenses or treatment.",no sentence.
ligneous,adjective,"Of, or resembling wood; woody.",no sentence.
offertory,noun,An anthem formerly sung as part of the Roman Catholic Mass or during the corresponding part of the Anglican Communion.,no sentence.
mollycoddle,noun,"A person, especially a man or a boy, who is pampered and overprotected.",no sentence.
quotidian,noun,A fever which recurs every day; quotidian malaria.,no sentence.
homeopathy,noun,"A system of treating diseases with small amounts of substances which, in larger amounts, would produce the observed symptoms.",no sentence.
misogynist,noun,One who professes misogyny; a hater of women.,no sentence.
syncopated,verb,To omit a vocalic or consonantal sound or a syllable from a word; to use syncope,no sentence.
ossified,adjective,blocked; locked; scuttered; deep-seated; démodé; established; fixed; hard-and-fast; inflexible; ingrained; old-fashioned; out of date; outdated; outmoded; passé; rigid,ossified cartilage
mettlesome,adjective,Marked by mettle or bravery; courageous.,no sentence.
molt,noun,exuvia,Some birds change colour during their winter moult.
vituperative,adjective,"Marked by harsh, spoken, or written abuse; abusive, often with ranting or railing.",no sentence.
obfuscate,verb,confuse; muddle; obscure; darken; eclipse; overshadow,"Before leaving the scene, the murderer set a fire in order to obfuscate any evidence of their identity."
oaf,noun,dummy; fool; galoot; imbecile; lout; moron,"Ouch! You dropped that box on my feet, you lumbering oaf!"
objurgate,verb,To rebuke or scold strongly.,no sentence.
optician,noun,"A person who makes or dispenses lenses, spectacles.",no sentence.
mendacious,adjective,"(of a person) Lying, untruthful or dishonest.",no sentence.
obsidian,noun,A type of black glass produced by volcanoes.,no sentence.
foppish,adjective,"Like a fop, a man overly concerned with his appearance; vain and showy.",no sentence.
macerate,noun,A macerated substance.,no sentence.
omnivorous,adjective,Having a diet which is neither exclusively carnivorous nor exclusively herbivorous.,no sentence.
outmoded,adjective,antiquated; disused; outdated; démodé; old hat; unchic,His pipe was as outmoded as his ideas.
obstetrician,noun,A physician who specializes in childbirth.,no sentence.
inchoate,noun,"A beginning, an immature start.",no sentence.
ostracize,verb,To ban a person from a city for five or ten years through the procedure of ostracism.,no sentence.
peccadillo,noun,A small flaw or sin.,no sentence.
gauche,adjective,Awkward or lacking in social graces; bumbling.,no sentence.
tangential,adjective,Only indirectly related.,"That subject is tangential to our discussion, and we cannot let it distract us."
turpitude,noun,"Inherent baseness, depravity or wickedness; corruptness and evilness.",no sentence.
oculist,noun,An ophthalmologist,no sentence.
opalescent,adjective,Exhibiting a milky iridescence like that of an opal.,no sentence.
posit,noun,Something that is posited; a postulate.,no sentence.
suborn,verb,"To induce to commit an unlawful or malicious act, or to commit perjury",no sentence.
interregnum,noun,hiatus; moratorium; recess,The Sasanian Interregnum of 628-632
minuscule,adjective,microscopic; minute; tiny; lower-case; small,a minuscule dot
ornithologist,noun,A person who studies or practices ornithology.,no sentence.
insatiate,adjective,That is not satiated; insatiable.,no sentence.
orison,noun,A prayer.,no sentence.
misnomer,noun,misname,"Calling it a driveway is a bit of a misnomer, since you don't drive on it, you park on it."
onus,noun,A legal obligation.,The onus is on the landlord to make sure the walls are protected from mildew.
quiescence,noun,The state of being quiescent; dormancy.,no sentence.
intransigent,adjective,Unwilling to compromise or moderate a position; unreasonable,Don't waste your time trying to change his mind: he's completely intransigent.
opportunist,noun,"Someone who takes advantage of any opportunity to advance their own situation, placing expediency above principle.",no sentence.
quintessential,adjective,Of the nature of a quintessence (in all senses); ultimate.,no sentence.
martinet,noun,A strict disciplinarian.,no sentence.
odoriferous,adjective,Having an odor or fragrance.,no sentence.
inauspicious,adjective,Not auspicious; ill-omened,no sentence.
gullible,adjective,fleeceable; green; naif; naive,"Andrew is so gullible, the way he still believes in Santa Claus, the Easter Bunny, the Tooth Fairy, and the Sandman at the age of fourteen."
impecunious,adjective,Lacking money,no sentence.
herbaceous,adjective,"Not woody, lacking lignified tissues.",no sentence.
quenching,verb,appease; slake,The library quenched her thirst for knowledge.
ostracism,noun,"In ancient Athens (and some other cities), the temporary banishment by popular vote of a citizen considered dangerous to the state.",no sentence.
olfactory,noun,An olfactory organ.,no sentence.
stickler,noun,"A referee or adjudicator at a fight, wrestling match, duel, etc. who ensures fair play.",no sentence.
misanthrope,noun,One who hates all mankind; one who hates the human race.,no sentence.
veracious,adjective,True.,The politician's statement was eventually proven to be veracious.
opprobrious,adjective,Of or relating to opprobrium or disgrace.,no sentence.
gaffe,noun,"A foolish and embarrassing error, especially one made in public.",no sentence.
obstreperous,adjective,"Attended by, or making, a loud and tumultuous noise; boisterous.",no sentence.
squelch,verb,quash,Even the king’s announcement could not squelch the rumors.
lackluster,adjective,"Not exceptional; not worthy of special merit, attention, or interest; having no vitality.",The actor gave a lackluster performance in his latest film.
heterodox,adjective,"Of or pertaining to creeds, beliefs, or teachings, especially religious ones, that are different from orthodoxy, or the norm, but not sufficiently different to be called heretical.","The Church of Alexandria in Egypt is considered heterodox, not heretical."
gavel,noun,Rent.,no sentence.
preen,noun,A forked tool used by clothiers for dressing cloth.,no sentence.
tyro,noun,A beginner; a novice.,no sentence.
overweening,adjective,conceited; presumptuous,She wins one modeling contest in Montana and suddenly she’s overweening.
offal,noun,"The internal organs of an animal, used as animal food.",no sentence.
paucity,noun,Fewness in number; too few.,no sentence.
zephyr,noun,A light wind from the west.,no sentence.
jamb,noun,"(interior decorating) Either of the vertical components that form the side of an opening in a wall, such as that of a door frame, window frame, or fireplace.",no sentence.
recondite,noun,A recondite (hidden or obscure) person or thing.,no sentence.
oblation,noun,"The offering of worship, thanks etc. to a deity.",no sentence.
zealot,noun,"One who is zealous, one who is full of zeal for his own specific beliefs or objectives, usually in the negative sense of being too passionate; a fanatic",no sentence.
saturnine,adjective,"Of a person: having a tendency to be cold, bitter, gloomy, sarcastic, and slow to change and react.",no sentence.
neuralgia,noun,"An acute, severe, intermittent pain that radiates along a nerve.",no sentence.
iconoclast,noun,"One who destroys religious images or icons, especially an opponent of the Orthodox Church in the 8th and 9th centuries, or a Puritan during the European Reformation.",no sentence.
fracas,noun,"A noisy disorderly quarrel, fight, brawl, disturbance or scrap.",no sentence.
nadir,noun,"The point of the celestial sphere, directly opposite the zenith; inferior pole of the horizon; point of the celestial sphere directly under the place of observation.",no sentence.
prescience,noun,Knowledge of events before they take place; foresight; foreknowledge.,no sentence.
predisposition,noun,"The state of being predisposed or susceptible to something, especially to a disease or other health problem",no sentence.
refurbish,verb,To rebuild or replenish with all new material; to restore to original (or better) working order and appearance.,no sentence.
volubility,noun,The state of being voluble,no sentence.
lethargic,adjective,"Sluggish, slow",no sentence.
striate,verb,To mark something with striations.,no sentence.
obloquy,noun,Abusive language.,no sentence.
plethora,noun,glut; myriad; slew; superfluity; surfeit,The menu offers a plethora of cuisines from around the world.
sketchy,adjective,dicey; dodgy; seedy; shady,The first draft included a sketchy design.
impugn,verb,"To assault, attack.",no sentence.
profundity,noun,The state of being profound or abstruse.,no sentence.
fulminate,noun,"Any salt or ester of fulminic acid, mostly explosive.",no sentence.
quash,verb,To defeat decisively.,The army quashed the rebellion.
inopportune,adjective,ill-timed; untimely; inappropriate; unfit,That was a most inopportune spot for a picnic.
loafer,noun,An idle person.,no sentence.
recalcitrant,noun,A person who is recalcitrant.,no sentence.
prevaricate,verb,beat around the bush; tergiversate,The people saw the politician prevaricate every day.
hackneyed,adjective,banal; clichéd; commonplace; shopworn; stock; threadbare; timeworn; tired; trite; unoriginal; well-worn,The sermon was full of hackneyed phrases and platitudes.
optimum,noun,"The best or most favorable condition, or the greatest amount or degree possible under specific sets of comparable circumstances.",no sentence.
mercurial,adjective,fickle; unpredictable,his mercurial temperament
proclivity,noun,penchant; propensity,The child has a proclivity for exaggeration.
shunt,verb,shove,to shunt a galvanometer
ingrained,verb,breed in the bone; embed; infix; instill; radicate,The dirt was deeply ingrained in the carpet.
pusillanimous,adjective,"Showing ignoble cowardice, or contemptible timidity.",no sentence.
flustered,verb,(by extension) To confuse; befuddle; throw into panic by making overwrought with confusion.,He seemed to get flustered when speaking in front of too many people.
outgrowth,noun,Anything that grows out of something else.,no sentence.
vertigo,noun,"A sensation of whirling and loss of balance, caused by looking down from a great height or by disease affecting the inner ear.",no sentence.
loquacious,adjective,Talkative; chatty.,no sentence.
noisome,adjective,Morally hurtful or noxious.,no sentence.
mace,noun,A heavy fighting club.,"1786, The Mace is an ancient weapon, formerly much used by cavalry of all nations, and likewise by ecclesiastics, who in consequence of their tenures, frequently took the field, but were by a canon of the church forbidden to wield the sword. — Francis Grose, A Treatise on Ancient Armour and Weapons, page 51."
ornithology,noun,The branch of zoology that deals with the scientific study of birds.,no sentence.
rarefy,verb,"To make rare, thin, porous, or less dense",no sentence.
vituperate,verb,To criticize in a harsh or abusive manner.,no sentence.
pugnacious,adjective,Naturally aggressive or hostile; combative; belligerent; bellicose.,no sentence.
penchant,noun,desire,He has a penchant for fine wine.
lasso,noun,"A long rope with a sliding loop on one end, generally used in ranching to catch cattle and horses.",no sentence.
petulance,noun,"Rudeness, insolence.",no sentence.
opiate,noun,"A drug, hormone or other substance derived from or related to opium.",no sentence.
trenchant,adjective,Keen; biting; vigorously articulate and effective; severe.,trenchant wit
stigmatize,verb,To characterize as disgraceful or ignominious; to mark with a stigma or stigmata.,no sentence.
innocuous,adjective,Harmless; producing no ill effect.,no sentence.
vilify,verb,To say defamatory things about someone or something; to speak ill of.,no sentence.
hyperbole,noun,"Deliberate or unintentional overstatement, particularly extreme overstatement.",no sentence.
inept,adjective,Not able to do something; not proficient; displaying incompetence.,no sentence.
iniquitous,adjective,Wicked or sinful,no sentence.
simper,noun,"A foolish, frivolous, self-conscious, or affected smile; a smirk.",no sentence.
gossamer,noun,"A fine film or strand as of cobwebs, floating in the air or caught on bushes, etc.",no sentence.
onerous,adjective,"Imposing or constituting a physical, mental, or figurative load which can be borne only with effort; burdensome.",no sentence.
overwrought,adjective,"Excessively nervous, excited, tense, angry, anxious, or upset; overemotional; very uneasy.",no sentence.
orthography,noun,The study of correct spelling according to established usage.,no sentence.
fortuitous,adjective,"Happening by chance; coincidental, accidental.",no sentence.
phlegmatic,adjective,apathetic; cold-blooded; sluggish; stoic; unflappable,a phlegmatic constitution
orientation,noun,The determination of the relative position of something or someone.,no sentence.
nefarious,adjective,evil; good-for-nothing; iniquitous; sinister; underhanded; vile,Aliens have a nefarious connotation in many science fiction books.
forthright,adjective,"Straightforward, not evasive, candid and direct.",The witness was considered eminently credible thanks to her forthright answers.
opprobrium,noun,Disgrace arising from exceedingly shameful conduct; ignominy.,no sentence.
inured,verb,habituate; harden; toughen,"Jim buys a beach house that includes the right to travel across the neighbor's property to get to the water. That right of way is said, cryptically, ""to inure to the benefit of Jim""."
gregarious,adjective,(of a person) Describing one who enjoys being in crowds and socializing.,no sentence.
nondescript,adjective,undescribed; unidentified; unexceptional,He drove a nondescript silver sedan.
foolhardy,adjective,Marked by unthinking recklessness with disregard for danger; boldly rash; hotheaded.,no sentence.
odorous,adjective,odoriferous,The table was piled with odorous lilies.
omnipresent,adjective,Being everywhere simultaneously,no sentence.
pedantry,noun,An excessive attention to detail or rules.,no sentence.
rescind,verb,annul; cancel; countermand; recall; repeal; revoke,The agency will rescind the policy because many people are dissatisfied with it.
incidence,noun,The act of something happening; occurrence.,no sentence.
fledgling,noun,A young bird which has just developed its flight feathers (notably wings).,no sentence.
putrefy,verb,decay; fester; rot,to putrefy an ulcer or wound
probity,noun,"Integrity, especially of the quality of having strong moral principles; honesty and decency.",no sentence.
ogle,noun,"An impertinent, flirtatious, amorous or covetous stare.",no sentence.
lugubrious,adjective,"Gloomy, mournful or dismal, especially to an exaggerated degree.",His client’s lugubrious expression tipped off the detective that something lurked beneath her optimistic words.
oratorio,noun,"A musical composition, often based on a religious theme; similar to opera but with no costume, scenery or acting.",no sentence.
gouge,verb,defraud; swindle; engrave; grave; incise,Japanese and Chinese printers used to gouge characters in wood.
paragon,noun,"A person of preeminent qualities, who acts as a pattern or model for others.","In the novel, Constanza is a paragon of virtue who would never compromise her reputation."
inimical,adjective,Harmful in effect.,no sentence.
pristine,adjective,Unspoiled; still with its original purity; uncorrupted or unsullied.,no sentence.
leviathan,noun,"A vast sea monster of tremendous strength, described as the most powerful and dangerous creature in the ocean.",no sentence.
inflammable,noun,Any inflammable substance.,no sentence.
sedulous,adjective,Of a person: diligent in application or pursuit; constant and persevering in business or in endeavours to effect a goal; steadily industrious.,no sentence.
irascible,adjective,Easily provoked to outbursts of anger; irritable.,no sentence.
idolatrous,adjective,Partaking in idolatry; worshipping idols or false gods.,The priests of an idolatrous religion.
tirade,noun,"A long, angry or violent speech; a diatribe.",no sentence.
irate,adjective,Extremely angry; wrathful; enraged.,no sentence.
fluke,verb,glitch,I fluked a pass in the multiple-choice exam.
libertine,noun,Someone freed from slavery in Ancient Rome; a freedman.,no sentence.
ramification,noun,"A branching-out, the act or result of developing branches; specifically the divergence of the stem and limbs of a plant into smaller ones, or of similar developments in blood vessels, anatomical structures etc.",no sentence.
quaff,noun,The act of quaffing; a deep draught.,no sentence.
torpid,noun,"(Oxford University slang) An inferior racing boat, or one who rows in such a boat.",no sentence.
shuck,verb,"To remove the shuck from (walnuts, oysters, etc.).",Shall we shuck walnuts?
redoubtable,adjective,Eliciting respect or fear; imposing; awe-inspiring.,"The redoubtable New York Times has been called the ""newspaper of record"" of the United States."
spendthrift,noun,Someone who spends money improvidently or wastefully.,no sentence.
opulence,noun,Wealth,no sentence.
rationale,noun,An explanation of the basis or fundamental reasons for something.,no sentence.
guileless,adjective,Free from guile; honest but naive.,no sentence.
quibble,verb,To complain or argue in a trivial or petty manner.,They are constantly quibbling over insignificant details.
recant,verb,abjure; disavow; disown; recall; retract; revoke; take back; unsay; withcall,"Convince me that I am wrong, and I will recant."
tepid,adjective,lukewarm; lukewarm; uninterested,I'm drinking a cup of tepid water.
hoax,noun,Anything deliberately intended to deceive or trick.,no sentence.
savant,noun,"A person of learning, especially one who is versed in literature or science.",no sentence.
torpor,noun,A state of being inactive or stuporous.,no sentence.
voracious,adjective,Wanting or devouring great quantities of food.,no sentence.
welter,noun,A general confusion or muddle.,no sentence.
obelisk,noun,"A tall, square, tapered, stone monolith topped with a pyramidal point, frequently used as a monument.",no sentence.
insular,noun,An islander.,no sentence.
untenable,adjective,"Not able to be held, as of an opinion or position; unholdable, indefensible.",The theory of cold fusion was untenable.
omniscient,adjective,all-knowing,The Abrahamic God is omniscient.
ranger,noun,One who ranges; a rover.,no sentence.
wheedle,verb,To cajole or attempt to persuade by flattery.,"I'd like one of those, too, if you can wheedle him into telling you where he got it."
inextricable,adjective,(of a knot etc) Impossible to untie or disentangle.,no sentence.
fluffy,noun,Someone or something that has a fluffy texture.,no sentence.
subpoena,noun,A writ requiring a defendant to appear in court to answer a plaintiff's claim.,no sentence.
orifice,noun,"A mouth or aperture, such as of a tube, pipe, etc.; an opening.",the orifice of an artery or vein;   the orifice of a wound;   the vagina and other orifices
gist,noun,The most essential part; the main idea or substance (of a longer or more complicated matter); the crux of a matter; the pith.,no sentence.
foible,noun,fault,Try to look past his foibles and see the friendly fellow underneath.
incorrigible,adjective,irredeemable; irreparable; uncorrectable,The construction flaw is incorrigible; any attempt to amend it would cause a complete collapse.
mundane,noun,"An unremarkable, ordinary human being.",no sentence.
mollify,verb,"To ease a burden, particularly worry; make less painful; to comfort.",no sentence.
flamboyant,noun,"The royal poinciana (Delonix regia), a showy tropical tree.",no sentence.
penury,noun,Extreme want; poverty; destitution.,no sentence.
holster,noun,"A case for carrying a tool, particularly a gun, safely and accessibly.",no sentence.
polemic,noun,"A person who writes in support of one opinion, doctrine, or system, in opposition to another; one skilled in polemics; a controversialist; a disputant.",no sentence.
meticulous,adjective,"Characterized by very precise, conscientious attention to details.",no sentence.
sloppy,adjective,Very wet; covered in or composed of slop.,The dog tracked sloppy mud through the kitchen!
sporadic,adjective,(of diseases) occurring in isolated instances; not epidemic.,no sentence.
platitude,noun,An often-quoted saying that is supposed to be meaningful but has become unoriginal or hackneyed through overuse; a cliché.,no sentence.
perfidious,adjective,"Of, pertaining to, or representing perfidy; disloyal to what should command one's fidelity or allegiance.",no sentence.
impervious,adjective,Unaffected or unable to be affected by something.,The man was completely impervious to the deception we were trying.
heretical,adjective,Of or pertaining to heresy or heretics.,no sentence.
idiosyncrasy,noun,A behavior or way of thinking that is characteristic of a person.,no sentence.
untoward,adjective,"Unfavourable, adverse, or disadvantageous.",no sentence.
overt,adjective,Open and not concealed or secret.,no sentence.
obligatory,adjective,bounden; mandatory,an obligatory promise
obeisance,noun,"Demonstration of an obedient attitude, especially by bowing deeply; a deep bow which demonstrates such an attitude.",no sentence.
jocular,adjective,joculous; jokey; silly,All we had was a short and jocular conversation.
precursor,noun,"That which precurses: a forerunner, predecessor, or indicator of approaching events.",no sentence.
slur,verb,To run together; to articulate poorly.,to slur syllables;  He slurs his speech when he is drunk.
garrulous,adjective,Excessively or tiresomely talkative.,no sentence.
obituary,noun,"A brief notice of a person’s death, as published in a newspaper.",no sentence.
gainsay,verb,To say something in contradiction to.,no sentence.
panegyric,noun,A formal speech or opus publicly praising someone or something.,no sentence.
flout,noun,The act by which something is flouted; violation of a law.,no sentence.
infiltrate,verb,To invade or penetrate a tissue or organ.,High-grade tumors often infiltrate surrounding structures.
trepidation,noun,agitation; apprehension; consternation; fear; hesitation; worry,"I decided, with considerable trepidation, to let him drive my car without me."
lope,verb,To travel an easy pace with long strides.,"He loped along, hour after hour, not fast but steady and covering much ground."
insignia,noun,"A patch or other object that indicates a person's official or military rank, or membership in a group or organization.",no sentence.
imposture,noun,The act or conduct of an impostor; deception practiced under a false or assumed character; fraud or imposition,no sentence.
qualm,noun,"A feeling of apprehension, doubt, fear etc.",no sentence.
viable,noun,An organism that is able to live and develop.,no sentence.
oligarchy,noun,"A government run by only a few, often the wealthy.",no sentence.
plummet,verb,dive; drop; fall,"After its ascent, the arrow plummeted to earth."
ornate,verb,To adorn; to honour.,no sentence.
officious,adjective,"Obliging, attentive, eager to please.",no sentence.
preamble,noun,"A short preliminary statement or remark, especially an explanatory introduction to a formal document or statute.",no sentence.
perfunctory,adjective,automatic; cursory; dutiful; mechanical; obligatory; slipshod; token; unthinking,"He did a perfunctory job cleaning his dad's car, finishing quickly but leaving a few spots still dirty."
predilection,noun,Condition of favoring or liking; tendency towards; proclivity; predisposition.,no sentence.
pundit,noun,"An expert in a particular field, especially as called upon to provide comment or opinion in the media; a commentator, a critic.",no sentence.
quarantine,noun,The desert in which Christ fasted for 40 days according to the Bible.,no sentence.
foment,verb,beath,Foreign governments have tried to foment unrest.
foment,verb,beath,Foreign governments have tried to foment unrest.
refractory,noun,"A material or piece of material, such as a brick, that has a very high melting point.",no sentence.
grovel,verb,To be prone on the ground.,no sentence.
obdurate,verb,To harden; to obdure.,no sentence.
incipient,adjective,beginning; commencing; emerging; inchoate; nascent; starting,"After 500 years, incipient towns appeared."
vagary,noun,"An erratic, unpredictable occurrence or action.",no sentence.
obtuse,verb,To dull or reduce an emotion or a physical state.,no sentence.
recluse,adjective,reclusive,a recluse monk or hermit
specious,adjective,fallacious; insincere; meretricious; pretextual,"This idea that we must see through what we have started is specious, however good it may sound."
opus,noun,A work of music or set of works with a specified rank in an ordering of a composer's complete published works.,Beethoven's opus eighteen quartets are considered by many to be the beginning of the Romantic era.
mettle,noun,A quality of endurance and courage.,no sentence.
obviate,verb,To anticipate and prevent or bypass (something which would otherwise have been necessary or required).,no sentence.
vacillate,verb,To sway unsteadily from one side to the other; oscillate.,no sentence.
unequivocal,adjective,definite; unambiguous; univocal,I want you to give me an unequivocal guarantee on that.
tantalize,verb,To tease (someone) by offering something desirable but keeping it out of reach,no sentence.
meager,adjective,inadequate; measly; paltry; scanty,A meager piece of cake in one bite.
loll,verb,relax; slack; slacken,The ox stood lolling in the furrow.
incursion,noun,An aggressive movement into somewhere; an invasion.,no sentence.
impromptu,adjective,extemporaneous; unplanned,The party began with an impromptu rendition of 'Happy Birthday'.
insipid,adjective,bland; boring; characterless; colourless; dull; vacuous; bland; tasteless; vapid; wearish,"The diners were disappointed with the plain, insipid soup they were served."
laconic,adjective,Using as few words as possible; pithy and concise.,no sentence.
pucker,noun,A fold or wrinkle.,no sentence.
glib,adjective,Smooth or slippery.,a sheet of glib ice
mosaic,noun,A piece of artwork created by placing colored squares (usually tiles) in a pattern so as to create a picture.,no sentence.
obsequious,adjective,Obedient; compliant with someone else's orders or wishes.,no sentence.
gloat,noun,An act or instance of gloating.,no sentence.
flippant,adjective,Glib; speaking with ease and rapidity,no sentence.
lustrous,adjective,Having a glow or lustre.,no sentence.
immutable,adjective,Unable to be changed without exception.,The government has enacted an immutable law.
spurious,adjective,bogus; counterfeit; fake; false,His argument was spurious and had no validity.
indelible,adjective,unerasable; unerasable; unforgettable,This ink spot on the contract is indelible.
taut,verb,"To make taut; to tauten, to tighten.",no sentence.
piquant,adjective,"Causing hurt feelings; scathing, severe.",no sentence.
taciturn,adjective,reticent; untalkative,"The two sisters could hardly have been more different, one so boisterous and expressive, the other so taciturn and calm."
tenable,adjective,"(of a theory, argument, etc.) capable of being maintained or justified; well-founded","Back in the 1800s, many did not consider Darwin's theory of evolution to be tenable at all."
florid,adjective,Having a rosy or pale red colour; ruddy.,no sentence.
maverick,adjective,Showing independence in thoughts or actions.,He made a maverick decision.  She is such a maverick person.
malevolent,adjective,Having or displaying ill will; wishing harm on others,no sentence.
hypocritical,adjective,Characterized by hypocrisy or being a hypocrite.,no sentence.
squalid,adjective,Showing a contemptible lack of moral standards.,A squalid attempt to buy votes.
oscillate,verb,vacillate,A pendulum oscillates slower as it gets longer.
flimsy,adjective,feeble; unconvincing; weak; flexible; fragile; shaky; weak,He expected the flimsy structure to collapse at any moment.
provocative,noun,"(obsolescent) Something that provokes an appetite, especially a sexual appetite; an aphrodisiac.",no sentence.
invective,adjective,abusive; critical; denunciatory; satirical; vitriolic; vituperative,Tom's speeches became diatribes — each more invective than the last.
nonchalant,adjective,carefree; cool; easygoing; mellow; blasé; unconcerned,We handled the whole frenetic situation with a nonchalant attitude.
pith,noun,"The soft, spongy substance in the center of the stems of many plants and trees.",no sentence.
lethargy,noun,"A condition characterized by extreme fatigue or drowsiness, or prolonged sleep patterns.",no sentence.
laudable,adjective,commendable; praiseworthy,laudable actions
flaunt,verb,"To parade, display with ostentation.",She's always flaunting her designer clothes.
rampant,adjective,Rearing on both hind legs with the forelegs extended.,The Vienna riding school displays splendid rampant movement.
forestall,verb,"To prevent, delay or hinder something by taking precautionary or anticipatory measures; to avert.",Fred forestalled disaster by his prompt action.
levee,verb,To keep within a channel by means of levees.,to levee a river
morose,adjective,"Sullen, gloomy; showing a brooding ill humour.",no sentence.
verdant,adjective,Inexperienced.,a verdant youth from the interior of Connecticut
narcotic,noun,"Any substance or drug that reduces pain, induces sleep and may alter mood or behaviour; in some contexts, especially in reference to the opiates-and-opioids class, especially in reference to illegal drugs, and often both.",no sentence.
opaque,noun,An area of darkness; a place or region with no light.,no sentence.
salvage,noun,"The rescue of a ship, its crew or its cargo from a hazardous situation.",no sentence.
propitiate,verb,"To conciliate, appease, or make peace with someone, particularly a god or spirit.",no sentence.
inadvertent,adjective,absent-minded; distracted; accidental; designless; unintended,We check everything because an inadvertent error could be disastrous.
shirk,verb,"To evade an obligation; to avoid the performance of duty, as by running away.","If you have a job, don't shirk from it by staying off work."
somber,adjective,dire; dismal; dreary; melancholy,a sombre situation
impregnable,adjective,"(of a fortress, wall, etc., also used figuratively) Too strong to be penetrated.",no sentence.
magnanimity,noun,The quality of being magnanimous; greatness of mind; elevation or dignity of soul.,no sentence.
pungent,adjective,"Having a strong odor that stings the nose, said especially of acidic or spicy substances.","I accidentally dropped the bottle of ammonia and after few seconds, a very pungent stench could be detected."
grudging,adjective,Unwilling or with reluctance.,her grudging acceptance that her rival deserved the award
presumptuous,adjective,"Going beyond what is right, proper, or appropriate because of an excess of self-confidence or arrogance.",no sentence.
nocturnal,adjective,"(of a person, creature, group, or species) Primarily active during the night.",nocturnal birds
ineffable,adjective,Beyond expression in words; unspeakable.,no sentence.
hallucinate,verb,To seem to perceive things (with one or more of one's senses) which are not really present; to have visions; to experience a hallucination.,no sentence.
imbibe,verb,To take in; absorb.,to imbibe knowledge
reverberate,verb,To send or force back; to repel from side to side.,Flame is reverberated in a furnace.
imbue,verb,To wet or stain an object completely with some physical quality.,The shirt was imbued with his scent.
prosaic,adjective,dull; humdrum; unimaginative,The tenor of Eliot's prosaic work differs greatly from that of his poetry.
veracity,noun,(of a person) The quality of speaking or stating the truth; truthfulness.,no sentence.
philanthropist,noun,A person who loves humankind in general.,no sentence.
skiff,noun,"Term used in tea gardens and denotes the act of cutting/pruning the bushes as per the specific norms. Various types of skiff are used viz Light Skiff (LS), Medium Skiff (MS), Deep Skiff (DS) and Level Of Skiff (LOS).",no sentence.
obsession,noun,A compulsive or irrational preoccupation.,no sentence.
invigorate,verb,"To impart vigor, strength, or vitality to.",Exercise is invigorating.
zenith,noun,The point in the sky vertically above a given position or observer; the point in the celestial sphere opposite the nadir.,no sentence.
leaven,noun,Any agent used to make dough rise or to have a similar effect on baked goods.,no sentence.
onslaught,noun,A fierce attack.,no sentence.
voluptuous,adjective,luxurious,The plentiful blankets and the voluptuous pillows of the bed called out to my tired body.
reinstate,verb,To restore to a former position or rank.,no sentence.
tamp,verb,To drive in or pack down by frequent gentle strokes,Tamp earth so as to make a smooth place.
impassive,adjective,"Having, or revealing, no emotion.",no sentence.
stockade,noun,An enclosure protected by a wall of wooden posts,no sentence.
obtrusive,adjective,impertinent; intrusive; bulging; jutting,The facade of the building was ornamented with obtrusive sculpted designs.
vagrant,noun,"A person who wanders from place to place; a nomad, a wanderer.",no sentence.
precedence,noun,The state of preceding in importance or priority.,"Family takes precedence over work, in an emergency."
grill,verb,To cook (food) on a grill; to barbecue.,Why don't we get together Saturday and grill some burgers?
foreclosure,noun,"The proceeding, by a creditor, to regain property or other collateral following a default on mortgage payments",no sentence.
tarnish,verb,To oxidize or discolor due to oxidation.,Careful storage of silver will prevent it from tarnishing.
preclude,verb,Remove the possibility of; rule out; prevent or exclude; to make impossible.,"It has been raining for days, but that doesn’t preclude the possibility that the skies will clear by this afternoon!"
garner,verb,gain; reap,He garnered a reputation as a language expert.
obnoxious,adjective,"Extremely unpleasant or offensive; very annoying, odious or contemptible.",He was an especially obnoxious and detestable specimen of a man.
pathology,noun,"The branch of medicine concerned with the study of the nature of disease and its causes, processes, development, and consequences.",no sentence.
quack,verb,To make a noise like a duck.,Do you hear the ducks quack?
moat,noun,"A deep, wide defensive ditch, normally filled with water, surrounding a fortified habitation.",no sentence.
petulant,adjective,brazen; flippant; impertinent; bad-tempered; crabby; grouchy; huffy; ill-tempered; irritable; snappish,Lack of sleep is causing Dave's recent petulant behavior.
goad,verb,To incite or provoke.,goading a boy to fight
leash,noun,"A strap, cord or rope with which to restrain an animal, often a dog.",no sentence.
profligate,noun,An abandoned person; one openly and shamelessly vicious; a dissolute person.,no sentence.
squander,verb,"To waste, lavish, splurge; to spend lavishly or profusely; to dissipate.",no sentence.
pique,verb,excite; stimulate; fret; irritate; nettle; sting,I believe this will pique your interest.
perfidy,noun,"A state or act of violating faith or allegiance; violation of a promise or vow, or of trust",no sentence.
hapless,adjective,Very unlucky; ill-fated.,no sentence.
