derivative,adjective,"(or a creative product, e.","g. music, writing, etc.) not original but drawing on the work of another person. Because the movies were utterly derivative of other popular movies, they did well at the box office. This word has other definitions but this is the most important one for the GRE."
discursive,adjective,(of e.,"g. speech and writing) tending to depart from the main point. Many readers find it tough to read Moby Dick since the author is discursive, often cutting the action short to spend 20 pages on the history of a whale."
epiphany,noun,a sudden revelation or moment of insight.,Gary one day had an epiphany that he was a people person; he prompty quit his factory job and began working as a salesman.
byzantine,adjective,intricate and complex.,Getting a driver's license is not simply a matter of taking a test; the regulations and procedures are so byzantine that many have found themselves at the mercy of the Department of Motor Vehicles.
melancholy,noun,"a deep, long-lasting sadness.",Hamlet is a figure of tremendous melancholy: he doesn't have a truly cheerful scene throughout the entire play.
entice,verb,get someone to do something through (often false or exaggerated) promises.,"Harold enticed his wife, Maude, to go on a vacation to Hawaii, with promises of luaus on the beach and all-you-can-eat seafood buffets."
antedated,verb,precede in time.,Harry was so unknowledgable that he was unaware the Egyptian pharaohs antedated the American Revolution.
humdrum,adjective,dull and lacking excitement.,"Having grown up in a humdrum suburb, Jacob relished life in New York City after moving."
err,verb,to make an error.,"He erred in thinking that ""indigent"" and ""indignant"" were synonyms."
constraint,noun,something that limits or restricts.,He found pop music a constraint on his ability to learn and preferred to listen to classical musical while studying.
impute,verb,attribute (responsibility or fault) to something.,He imputed his subpar performance on the test to a combination of stress and poor sleep.
inveterate,adjective,habitual.,He is an inveterate smoker and has told his family and friends that there is no way he will ever quit.
credence,noun,belief in something.,"He placed no credence in psychics, claiming that they offered no special powers beyond the ability to make people part with their money."
diminutive,noun,to indicate smallness.,"He prefers to be called a diminutive of his name: ""Bill"" instead of ""John William.""."
irresolute,adjective,uncertain how to act or proceed.,"He stood irresolute at the split in the trail, not sure which route would lead back to the camp."
boon,adjective,very close and convivial.,"He was a boon companion to many, and will be sadly missed."
magnanimous,adjective,"noble and generous in spirit, especially towards a rival or someone less powerful.",He was a great sportsman: in defeat he was complementary and in victory he was magnanimous.
thrifty,adjective,spending money wisely.,"He was economical, spending his money thriftily and on items considered essential."
stipend,noun,a regular allowance (of money).,"He was hoping for a monthly allowance loan from the government, but after no such stipend was forthcoming he realized he would have to seek other means of paying for his college tuition."
impeccable,adjective,without fault or error.,He was impeccably dressed in the latest fashion without a single crease or stain.
puerile,adjective,of or characteristic of a child; displaying or suggesting a lack of maturity.,"Helen enjoyed blowing soap bubbles, but Jim regarded this as puerile, totally unworthy of a woman with a Ph.D."
unstinting,adjective,very generous.,"Helen is unstinting with her time, often spending hours at the house of a sick friend."
muted,adjective,"softened, subdued.","Helen preferred muted earth colors, such as green and brown, to the bright pinks and red her sister liked. This word has other definitions but this is the most important one for the GRE."
jejune,adjective,immature; childish.,Her boss further cemented his reuptation for being jejune after throwing a fit when the water cooler wasn't refilled.
becoming,adjective,"appropriate, and matches nicely.",Her dress was becoming and made her look even more beautiful. This word has other definitions but this is the most important one for the GRE.
wax,verb,to gradually increase in size or intensity.,"Her enthusiasm for the diva's new album only waxed with each song; by the end of the album, it was her favorite CD yet. This word has other definitions but this is the most important one for the GRE."
compound,verb,"make more intense, stronger, or more marked.","Her headache was compounded by the construction crew outside, which had six jackhammers going at the same time. This word has other definitions but this is the most important one for the GRE."
limpid,adjective,clarity in terms of expression.,Her limpid prose made even the most recondite subjects accessible to all.
telling,adjective,significant and revealing of another factor.,Her unbecoming dress was very telling when it came to her sense of fashion.
glean,verb,collect information bit by bit.,"Herb has given us no formal statement about his background, but from various hints, I have gleaned that he grew up in difficult circumstances."
banality,noun,a trite or obvious remark.,Herbert regarded the minister's remark as a mere banality until Sharon pointed out profound implications to the seemingly obvious words.
sullen,adjective,showing a brooding ill humor.,"Herbert took board games too seriously, often appearing sullen after losing."
rankle,verb,gnaw into; make resentful or angry.,"His constant whistling would rankle her, sometimes causing her to leave in a huff."
antithetical,adjective,sharply contrasted in character or purpose.,"His deep emotional involvement with these ideas is, in fact, antithetical to the disattachment Buddhism preaches."
conciliate,verb,to make peace with.,"His opponents believed his gesture to be conciliatory, yet as soon as they put down their weapons, he unsheathed a hidden sword."
evasive,adjective,avoiding or escaping from difficulty or danger or commitment.,His responses were clearly evasive; he obviously did not want to take on any responsibility or any new work.
inscrutable,adjective,not easily understood; unfathomable.,His speech was so dense and confusing that many in the audience found it inscrutable.
amorphous,adjective,shapeless.,His study plan for the GRE was at best amorphous; he would do questions from random pages in any one of seven test prep books.
venial,adjective,easily excused or forgiven; pardonable.,His traffic violations ran the gamut from the venial to the egregious--on one occasion he simply did not come to a complete stop; another time he tried to escape across state lines at speeds in excess of 140 mph.
quisling,noun,a traitor.,History looks unfavorably upon quislings; indeed they are accorded about the same fondness as Nero--he who watched his city burn down while playing the violin.
imprudent,adjective,not wise.,"Hitler, like Napoleon, made the imprudent move of invading Russia in winter, suffering even more casualties than Napoleon had."
archaic,adjective,so old as to appear to belong to a different period.,"Hoping to sound intelligent, Mary spoke in archaic English that was right out of Jane Austen's Pride and Prejudice--needless to say, she didn't have many friends."
superfluous,adjective,serving no useful purpose.,"How can we hope to stay open if we don't eliminate all superfluous spending, like catered meetings and free acupucture Tuesday?."
anathema,noun,a detested person; the source of somebody's hate.,"Hundreds of years ago, Galileo was anathema to the church; today the church is anathema to some on the left side of the political spectrum."
crestfallen,adjective,brought low in spirit.,I asked Maria on a date and she refused without a moment's thought; I was crestfallen.
mendacity,noun,the tendency to be untruthful.,I can forgive her for her mendacity but only because she is a child and is seeing what she can get away with.
sentimental,adjective,"effusively or insincerely emotional, especially in art, music, and literature.",I don't like romanticism for the same reason I don't like melodramatic acting and soap operas--overly sentimental.
incessant,adjective,uninterrupted in time and indefinitely long continuing.,"I don't mind small children in brief doses, but I think the incessant exposure that their parents have to them would quickly wear me down."
doughty,adjective,brave; bold; courageous.,I enjoy films in which a doughty group comes together to battle a force of evil.
pithy,adjective,concise and full of meaning.,I enjoy reading the Daodejing for its pithy and insightful prose; it always gives me something to think about.
smattering,noun,a slight or superficial understanding of a subject; a small amount of something.,"I know only a smattering of German, but Helen is able to read German newspapers and converse with natives."
prolixity,noun,boring verbosity.,"I loved my grandfather dearly, but his prolixity would put me to sleep, regardless of the topic."
misattribute,verb,To erroneously attribute; to falsely ascribe; used especially of authorship.,"I made a mistake; I misattributed ""Crime and Punishment"" to Leo Tolstoy when it was actually written by Fyodor Dostoyevsky."
edifying,adjective,enlightening or uplifting so as to encourage intellectual or moral improvement.,"I recently read an article in the Times about whether good literature is edifying or not; specifically, does reading more make a person more moral."
enumerate,verb,"specify individually, one by one.",I sat and listened as she enumerated all of the things she did not like about the past three months.
futile,adjective,producing no result or effect; unproductive of success.,"I thought I could repair the car myself, but after two days of work with no success, I have to admit that my efforts were futile."
frustrate,verb,"hinder or prevent (the efforts, plans, or desires) of.","I thought I would finish writing the paper by lunchtime, but a number of urgent interruptions served to frustrate my plan. This word has other definitions but this is the most important one for the GRE."
solicitude,noun,a feeling of excessive concern.,"I walked to his house in the rain to make sure he had enough to eat while he was sick, but he seemed not to appreciate my solicitude."
thwart,verb,"hinder or prevent (the efforts, plans, or desires) of.","I wanted to spend a week in New York this autumn, but the high costs of travel and lodging thwarted my plans."
reservation,noun,an unstated doubt that prevents you from accepting something wholeheartedly.,"I was initially excited by the idea of a trip to Washington, D.C. but now that I have read about the high crime statistics there, I have some reservations. This word has other definitions but this is the most important one for the GRE."
loath,adjective,unwillingness to do something contrary to your custom (usually followed by 'to'),I was loath to leave the concert before my favorite band finished playing.
derisive,adjective,abusing vocally; expressing contempt or ridicule.,"I was surprised by her derisive tone; usually, she is sweet, soft spoken, and congenial."
rudimentary,adjective,being in the earliest stages of development; being or involving basic facts or principles.,"I would love to be able to present a fully polished proposal to the board, but right now, our plans for the product are still in the most rudimentary stages."
artlessness,noun,the quality of innocence.,"I, personally, found the artlessness of her speech charming."
serene,adjective,calm and peaceful.,"I'd never seen him so serene; usually, he was a knot of stress and anxiety from hours of trading on the stock exchange."
qualify,adjective,to be legally competent or capable.,"If James had made more than $50,000 last year, then he wouldn't have qualified for the low-income scholarship."
modicum,noun,a small or moderate or token amount.,"If my sister had even a modicum of sense, she wouldn't be engaged to that barbarian."
transitory,adjective,lasting a very short time.,"If we lived forever and life was not transitory, do you think we would appreciate life less or more?."
deferential,adjective,showing respect.,"If you ever have the chance to meet the president, stand up straight and be deferential."
provident,adjective,careful in regard to your own interests; providing carefully for the future.,"In a move that hardly could be described as provident, Bert spend his entire savings on a luxurious cruise, knowing that other bills would come due a couple months later."
tact,noun,consideration in dealing with others and avoiding giving offense.,"In a tremendous display of tact, Shelly was able to maintain a strong friendship with Marcia, even though Marcia's husband, Frank, confessed to finding Shelley more attractive than Marcia."
gall,noun,feeling of deep and bitter anger and ill-will.,"In an act of gall, Leah sent compromising photos of her ex-boyfriend to all his co-workers and professional contacts."
indifference,noun,the trait of seeming not to care.,"In an effort to fight indifference, the president of the college introduced a new, stricter grading system."
graft,noun,"corruption, usually through bribery.","In countries with rampant graft, getting a driver's license can require no more than paying an official. This word has other definitions but this is the most important one for the GRE."
blinkered,adjective,to have a limited outlook or understanding.,"In gambling, the addict is easily blinkered by past successes and/or past failures, forgetting that the outcome of any one game is independent of the games that preceded it."
vociferous,adjective,conspicuously and offensively loud; given to vehement outcry.,"In giving Marcia a particular vociferous response, Paul caused people at every other table in the restaurant to turn around an look at them angrily."
appurtenant,adjective,supply added support.,"In hiking Mt. Everest, sherpas are appurtenant, helping climbers both carry gear and navigate treacherous paths."
tantamount,adjective,being essentially equal to something.,"In many situations, remaining silent is tantamount to admitting guilt, so speak to prove your innocence."
analogous,adjective,similar in some respects but otherwise different.,"In many ways, the Internet's transformative effect on society has been analogous to that of the printing press."
copious,adjective,in abundant supply.,"In midsummer, there are copious popiscle stands at the beach; in the winter, there are none."
quip,noun,a witty saying or remark.,"In one of the most famous quips about classical music, Mark Twain said: ""Wagner's music is better than it sounds.""."
defray,verb,"to help pay the cost of, either in part of full.","In order for Sean to attend the prestigious college, his generous uncle helped defray the excessive tuition with a monthly donation."
ignoble,adjective,dishonorable.,"In the 1920s, the World Series was rigged--an ignoble act which baseball took decades to recover from."
unscrupulous,adjective,without scruples or principles.,"In the courtroom, the lawyer was unscrupulous, using every manner of deceit and manipulation to secure a victory for himself."
jingoist,noun,a person who thinks that their country should be at war.,"In the days leading up to war, a nation typically breaks up into the two opposing camps: doves, who do their best to avoid war, and jingoists, who are only too eager to wave national flags from their vehicles and vehemently denounce those who do not do th."
clemency,noun,leniency and compassion shown toward offenders by a person or agency charged with administering justice.,"In the final moments of the trial, during his closing speech, Phillips was nearly begging the judge for clemency."
glut,verb,supply with an excess of.,"In the middle of economic crises, hiring managers find their inboxes glutted with resumes."
indigent,adjective,poor; having very little.,"In the so-called Third World, many are indigent and only a privileged few have the resources to enjoy material luxuries."
assail,verb,attack in speech or writing.,"In the weekly paper, the editor assailed the governor for wasting hundreds of thousands of dollars in public projects that quickly failed."
peruse,verb,to read very carefully.,"Instead of perusing important documents, people all too often rush to the bottom of the page and plaster their signatures at the bottom."
bromide,noun,a trite or obvious remark.,"Instead of sharing his umbrella, the cheeky stranger offered Martha the following bromide: ""Looks like it's raining.""."
sanction,noun,a legal penalty for a forbidden action.,International sanctions have been placed on certain shipping lanes that were thought to be involved in human trafficking.
endemic,adjective,native; originating where it is found.,"Irish cuisine makes great use of potatoes, but ironically, the potato is not endemic to Ireland."
proponent,noun,a person who pleads for a cause or propounds an idea.,"Ironically, the leading proponent of Flat-Earth Theory flies all over the world in an effort to win more adherents."
rarefied,verb,make more subtle or refined.,Jack's vulgar jokes were not so successful in the rarefied enviroment of college professors. This word has other definitions but this is the most important one for the GRE.
iconoclastic,adjective,defying tradition or convention.,"Jackson Pollack was an iconoclastic artist, totally breaking with tradition by splashing paint on a blank canvas."
debonair,adjective,having a sophisticated charm.,"James Bond is known for his good looks, high tech gadgets, and debonair manner."
philistine,adjective,smug and ignorant towards artistic and cultural values.,"Jane considered Al completely philistine, because he talked almost exclusive about video games; she was entirely unaware of how well read he really was. This word has other definitions but this is the most important one for the GRE."
parochial,adjective,narrowly restricted in scope or outlook.,"Jasmine was sad to admit it, but her fledgling relationship with Jacob did not work out because his culinary tastes were simply too parochial; ""After all,"" she quipped on her blog, ""he considered Chef Boyardee ethnic food.""."
destitute,adjective,poor enough to need help from others.,"Jean Valjean, is at first destitute, but through the grace of a priest, he makes something of his life."
degrade,verb,"reduce in worth or character, usually verbally.","Jesse had mockingly pointed out all of Nancy's faults in front of their friends, publicly degrading the poor girl."
peripatetic,adjective,traveling by foot.,Jim always preferred a peripatetic approach to discovering a city: he felt that he could see so many more details while walking.
panache,noun,distinctive and stylish elegance.,"Jim, with his typical panache, came to the wedding reception with a top hat, a cane, and a long cape covered in sequins."
screed,noun,an abusive rant (often tedious).,"Joey had difficulty hanging out with his former best friend Perry, who, during his entire cup of coffee, enumerated all of the government's deficiencies--only to break ranks and launch into some screed against big business."
ravenous,adjective,extremely hungry; devouring or craving food in great quantities.,"John didn't each much at all during the week he had the flu, so now that he is regaining his health, it's not surpring that he has a ravenous appetite."
maxim,noun,a short saying expressing a general truth.,Johnson initially suggests that the secret to business can be summarized in a single maxim but then requires a 300-page book to explain exactly what he means.
catholic,adjective,of broad scope; universal.,Jonah's friends said that Jonah's taste in music was eclectic; Jonah was quick to point out that not only was his taste eclectic but it was also catholic: he enjoyed music from countries as far-flung as Mali and. Mongolia.
economical,adjective,"avoiding waste, efficient.","Journalists favor an economical style of writing, in which no unnecessary words are used and every sentence is as short as possible."
raconteur,noun,a person skilled in telling anecdotes.,"Jude is entertaining, but he is no raconteur: beyond the handful of amusing stories he has memorized, he has absolutely no spontaneous story-telling ability."
preemptive,adjective,done before someone else can do it.,"Just as Martha was about to take the only cookie left on the table, Noah preemptively swiped it."
maudlin,adjective,overly emotional and sad.,"Just as those who were alive during the 70's are mortified that they once cavorted about in bellbottoms, many who lived during the 80's are now aghast at the maudlin pop songs they used to enjoy--really, just what exactly is a total eclipse of the heart?."
dissipate,verb,to disperse or scatter.,"Kathleen's perfume was overwhelming in the cramped apartment, but once we stepped outside the smell dissipated and we could breathe once again."
parsimonious,adjective,extremely frugal; miserly.,Katie is so parsimonious that she only buys a pair of socks if all of her other socks have holes in them.
lachrymose,adjective,showing sorrow.,"Lachrymose and depressed, Alexei Alexandrovich walked two miles home in the rain after learning that his wife was having an affair."
dilatory,adjective,wasting time.,Lawyers use dilatory tactics so that it takes years before the case is actually decided.
exemplar,noun,something to be imitated.,"Lena's homework is on the wall because it is an exemplar of clean, neat, and thoughtful work."
insolent,adjective,rude and arrogant.,"Lilian could not help herself from being insolent, commenting that the Queen's shoes were showing too much toe."
proselytize,verb,"convert to another religion, philosophy, or perspective.","Lisa loves her Mac but says little about it; by contrast, Jake will proselytize, interrogating anyone with an Android about why she didn't purchase an iPhone."
lascivious,adjective,lecherous; sexually perverted.,"Lolita is a challenging novel for many, not necessarily because of the elevated prose style but because of the depravity of the main character, Humbert Humbert, who, as an old, lascivious man, falls in love with a girl."
inkling,noun,a slight suggestion or vague understanding.,"Lynne speaks four Romance languages, but she doesn't have an inkling about how East Asian languages are structured."
provincial,adjective,characteristic of the a limited perspective; not fashionable or sophisticated,"Maggie's enthusiasm about her high school teams seemed provincial to her college classmates, all of whom were following a nationally ranked college team."
disingenuous,adjective,not straightforward; giving a false appearance of frankness.,"Many adults think that they can lie to children, but kids are smart and know when people are disingenuous."
hail,verb,enthusiastically acclaim or celebrate something.,"Many college superstar athletes are hailed as the next big thing, but then flop at the professional level. This word has other definitions but this is the most important one for the GRE."
haphazard,adjective,marked by great carelessness; dependent upon or characterized by chance,"Many golf courses are designed with great care, but the greens on the county golf course seem entirely haphazard."
repudiate,verb,reject as untrue or unfounded.,"Many in the public believed the rumors of a UFO crash outside town, so the chief of police did everything he could to repudiate the rumors."
detrimental,adjective,"(sometimes followed by ""to"") causing harm or injury.","Many know that smoking is detrimental to your health, but processed sugar in large quantities is equally bad."
perspicacious,adjective,acutely insightful and wise.,"Many modern observers regard Eisenhower as perspicacious, particularly in his accurate prediction of the growth of the military."
facile,adjective,arrived at without due care or effort; lacking depth.,"Many news shows provide facile explanations to complex politics, so I prefer to read the in-depth reporting of The New York Times."
autonomously,adverb,In an autonomous or self-governing manner.,Many of the factory workers are worried about being replaced by machines and computers that will work completely autonomously.
fleece,verb,to deceive.,Many people have been fleeced by Internet scams and never received their money back. This word has other definitions but this is the most important one for the GRE.
dissolution,noun,a living full of debauchery and indulgence in sensual pleasure.,"Many Roman emporers were known for their dissolution, indulging in unspeakable desires of the flesh. This word has other definitions but this is the most important one for the GRE."
trite,adjective,repeated too often; overfamiliar through overuse.,Many style guides recommend not using idioms in writing because these trite expressions are uninteresting and show a lack of imagination on the part of the writer.
derive,verb,"come from; be connected by a relationship of blood, for example.","Many words in the English language are derived from Latin, including the word ""derive.""."
chivalrous,adjective,being attentive to women like an ideal knight.,"Marco's chivalrous ways, like opening doors and pulling out chairs, was much appreciated by his date."
inclement,adjective,used of persons or behavior; showing no mercy.,"Marcus Aurelius, though a fair man, was inclement to Christians during his reign, persecuting them violently."
nettlesome,adjective,causing irritation or annoyance.,"Maria found her coworkers cell phone nettlesome, because every few minutes it would buzz to life with another text message."
lampoon,verb,ridicule with satire.,Mark Twain understood that lampooning a bad idea with humor was the most effective criticism.
champion,verb,protect or fight for as a champion.,Martin Luther King Jr. championed civil rights fiercely throughout his short life. This word has other definitions but this is the most important one for the GRE.
advocate,noun,a person who pleads for a cause or propounds an idea.,Martin Luther King Jr. was a tireless advocate for the rights of African-Americans in the United States.Â This word has other definitions but this is the most important one for the GRE.
improvident,adjective,not given careful consideration.,"Marty was improvident, never putting money aside for the future but spending it on decorating the interior of his home."
flummox,verb,be a mystery or bewildering to.,Mary's behavoir completely flummoxes me: I never have any idea what her motivations might be.
maunder,verb,wander aimlessly.,Max liked to maunder down by the seaside and pick up whatever sea shells he would stumble upon.
incumbent,adjective,necessary (for someone) as a duty or responsibility.,"Middle managers at times make important decisions, but real responsibility for the financial well-being of the corporation is ultimately incumbent on the CEO."
palatable,adjective,acceptable to the taste or mind.,"MIkey didn't partake much in his friends' conversations, but found their presence palatable. This word has other definitions but this is the most important one for the GRE."
boon,noun,a desirable state.,Modern technology has been a boon to the travel industry.
sartorial,adjective,related to fashion or clothes.,"Monte was astute at navigating the world of finance; sartorially, however, he was found wanting--he typically would attempt to complement his beige tie with a gray suit and white pants."
frugal,adjective,not spending much money (but spending wisely).,"Monte was no miser, but was simply frugal, wisely spending the little that he earned."
hagiographic,adjective,excessively flattering toward someone's life or work.,"Most accounts of Tiger Woods life were hagiographic, until, that is, his affairs made headlines."
arcane,adjective,requiring secret or mysterious knowledge.,Most college fraternities are known for arcane rituals that those hoping to the join the fraterntiy must learn.
cardinal,adjective,of primary importance; fundamental.,Most cultures consider gambling a cardinal sin and thus have outlawed its practice. This word has other definitions but this is the most important one for the GRE.
empathetic,adjective,showing understanding and ready comprehension of other peoples' states and emotions.,Most discrimination and hatred is based on a lack of empathetic awareness of people that have the same aspitations and fears.
elaborate,verb,explain in more detail.,"Most high school physics teachers find themselves elaborating the same point over and over again, since many concepts confuse students."
stringent,adjective,demanding strict attention to rules and procedures.,"Most of the students disliked the teacher because of his stringent homework policy, but many students would later thank him for demanding so much from them."
hoary,adjective,ancient.,"Most workout gurus are young, fit people, whereas most yoga gurus are hoary men with long white beards."
solecism,noun,a socially awkward or tactless act.,Mother Anna was always on guard against any solecism from her children and scolded them immediately if any of them talked out of place in public. This word has other definitions but this is the most important one for the GRE.
eccentric,adjective,highly unconventional or usual (usually describes a person).,"Mozart was well-known for his eccentricities, often speaking words backward to confuse those around him."
differentiate,verb,"be a distinctive feature, attribute, or trait (sometimes in positive sense).",Mozart's long melodic lines differentiate his compositions from other works of late 18th century music.
inimitable,adjective,defying imitation; matchless.,"Mozart's music follows a clear pattern that, anyone could imitate, but his music gives an overall sense of effortlessness that is inimitable."
litany,noun,any long and tedious account of something.,"Mr. Rogers spoke to a Senate committee and did not give a litany of reasons to keep funding the program, but instead, appealed to the basic human decency of all present."
apathetic,adjective,marked by a lack of interest.,Mr. Thompson was so talented at teaching math that even normally apathetic students took interest.
atavism,noun,a reappearance of an earlier characteristic; throwback.,Much of the modern art movement was an atavism to a style of art found only in small villages through Africa and South America.
chagrin,noun,strong feelings of embarrassment.,"Much to the the timid writer's chagrin, the audience chanted his name until he came back on the stage."
anodyne,noun,something that soothes or relieves pain.,"Muzak, which is played in department stores, is intended to be an anodyne, but is often so cheesy and over-the-top that customers become irritated."
proscribe,verb,command against.,My doctor proscribes that I not eat donuts with chocolate sauce and hamburger patties for breakfast.
epigram,noun,a witty saying.,"My favorite epigram from Mark Twain is ""A man who carries a cat by the tail learns something he can learn no other way.""."
malleable,adjective,easily influenced.,My little brother is so malleable that I can convince him to sneak cookies from the cupboard for me.
irk,verb,irritate or vex.,My little sister has a way of irking and annoying me like no other person.
aplomb,noun,great coolness and composure under strain.,Nancy acted with aplomb during dangerous situations--she once calmly climbed up an oak tree to save a. cat.
juggernaut,noun,a force that cannot be stopped.,"Napoleon was considered a juggernaut until he decided to invade Russia in winter; after which, his once indomitable army was decimated by cold and famine."
capricious,adjective,determined by chance or impulse or whim rather than by necessity or reason,"Nearly every month our capricious CEO had a new plan to turn the company around, and none of them worked because we never gave them the time they needed to succeed."
supercilious,adjective,haughty and disdainful; looking down on others.,"Nelly felt the Quiz Bowl director acted superciliously towards the underclassmen; really, she fumed, must he act so preternaturally omniscient each time he intones some obscure fact--as though everybody knows that Mt. Aconcagua is the highest peak in Sout."
retiring,adjective,"to be shy, and to be inclined to retract from company.","Nelson was always the first to leave soirees--rather than mill about with ""fashionable"" folk, he was retiring, and preferred the solitude of his garret."
besotted,adjective,very drunk.,"Never before have I seen my mom so besotted, and honestly, I hope it's the last time she drinks so much."
derogative,adjective,expressed as worthless or in negative terms.,Never before have we seen a debate between two political candidates that was so derogative and filthy.
appease,verb,pacify by acceding to the demands of.,"Neville Chamberlain, the British prime minister during WWII, tried to appease Hitler and in doing so sent a clear message: you can walk all over us."
bridle,verb,the act of restraining power or action or limiting excess,New curfew laws have bridled people's tendency to go out at night.
aphorism,noun,a short instructive saying about a general truth.,"Nietzsche was known for using aphorisms, sometimes encapsulating a complex philosophical thought in a mere sentence."
temerity,noun,fearless daring.,No child has the temerity to go in the rundown house at the end of the street and see if it is haunted.
staunch,adjective,firm and dependable especially in loyalty.,"No longer a staunch supporter of the movement, Todd now will openly question whether its goals are worthwhile."
refute,verb,prove to be false or incorrect.,"No one could refute his theories or propositions, and that is why he was esteemed by all his colleagues in the philosophy department."
jingoism,noun,fanatical patriotism.,North Korea maintains intense control over its population through a combination of jingoism and cult of personality.
malfeasance,adjective,misconduct or wrongdoing (especially by a public official).,"Not even the mayor's trademark pearly-toothed grin could save him from charges of malfeasance: while in power, he'd been running an illegal gambling rink in the room behind his office."
perturb,verb,disturb in mind or cause to be worried or alarmed.,"Now that Henry is recovering from a major illnesses, he no longer lets the little trivialities, such as late mail, perturb him."
destitute,adjective,"completely wanting or lacking (usually ""destitute of"")","Now that the mine is closed, the town is destitute of any economic activity."
beatific,adjective,blissfully happy.,"Often we imagine all monks to wear the beatific smile of the Buddha, but, like any of us, a monk can have a bad day and not look very happy."
presentiment,noun,a feeling of evil to come.,"On the night that Lincoln would be fatally shot, his wife had a presentiment about going to Ford's Theater, but Lincoln persuaded her that everything would be fine."
irrevocable,adjective,incapable of being retracted or revoked.,"Once you enter your plea to the court, it is irrevocable so think carefully about what you will say."
checkered,adjective,one that is marked by disreputable happenings.,"One by one, the presidential candidates dropped out of the race, their respective checkered pasts-- from embezzlement to infidelity--sabotaging their campaigns. This word has other definitions but this is the most important one for the GRE."
arbitrary,adjective,"based on a random, groundless decision.",One of the arbitrary decrees in place during the emperor's rule is that all citizens pay him weekly homage at his palace. This word has other definitions but this is the most important one for the GRE.
transmute,verb,"change or alter in form, appearance, or nature.",One of the goals of alchemy was to find the substance or process that would transmute lead into gold.
circumvent,verb,cleverly find a way out of one's duties or obligations.,One way of circumventing the GRE is to apply to a grad school that does not require GRE scores.
crystallize,verb,cause to take on a definite and clear shape.,Only after fifteen minutes of brainstorming did Samantha's ideas for the essay crystallize. This word has other definitions but this is the most important one for the GRE.
cumbersome,adjective,difficult to handle or use especially because of size or weight.,"Only ten years ago, being an avid reader and a traveler meant carrying a cumbersome backpack stuffed with books--these days we need only an e-reader."
adjudicate,verb,to serve as a judge in a competition; to arrive at a judgment or conclusion.,Only those with the most refined palates were able to adjudicate during the barbeque competition.
replete,adjective,completely stocked or furnished with something.,"Only weeks after the hurricane made landfall, the local supermarket shelves were replete with goods, so quick was the disaster relief response."
solicitous,adjective,showing hovering attentiveness.,"Our neighbors are constantly knocking on our door to make sure we are ok, and I don't know how to ask them to stop being so solicitous about our health. This word has other definitions but this is the most important one for the GRE."
peevish,adjective,easily irritated or annoyed.,"Our office manager is peevish, so the rest of us tip-toe around him, hoping not to set off another one of his fits."
puissant,adjective,powerful.,"Over the years of service, and quite to his surprise, he became a puissant advisor to the community."
coalesce,verb,fuse or cause to grow together.,"Over time, the various tribes coalesced into a single common culture with one universal language."
kowtow,verb,to bow or act in a subservient manner.,Paul kowtowed to his boss so often the boss herself became nauseated by his sycophancy.
capitulate,noun,to surrender (usually under agreed conditions).,"Paul, losing 19-0 in a ping-pong match against his nimble friend, basically capitulated when he played the last two points with his eyes closed."
reconcile,verb,make (one thing) compatible with (another).,Peggy was unable to reconcile her kind friend Jane with the cruel and merciless character Jane played on television.
cavalier,adjective,given to haughty disregard of others,Percy dismissed the issue with a cavalier wave of his hand.
industrious,adjective,characterized by hard work and perseverance.,"Pete was an industrious student, completing every assignment thoroughly and on time."
protean,adjective,readily taking on different roles; versatile.,"Peter Sellers was truly a protean actor--in Doctor Strangelove he played three very different roles: a jingoist general, a sedate President and a deranged scientist."
artful,adjective,exhibiting artistic skill.,Picasso is generally considered the most artful member of the Cubist movement.
insidious,adjective,working in a subtle but destructive way.,"Plaque is insidious: we cannot see it, but each day it eats away at our enamel, causing cavities and other dental problems."
broadside,noun,a strong verbal attack.,Political broadsides are usually strongest in the weeks leading up to a national election.
virago,noun,an ill-tempered or violent woman.,Poor Billy was the victim of the virago's invective--she railed at him for a good 30-minutes about how he is the scum of the earth for speaking loudly on his cellphone in public.
pedantic,adjective,marked by a narrow focus on or display of learning especially its trivial aspects,"Professor Thompson was regarded as an expert in his field, but his lectures were utterly pedantic, focused on rigorous details of the most trivial conventions in the field."
unassailable,adjective,immune to attack; without flaws.,"Professor Williams is so self-assured as to seem arrogant, presenting each and every opinion as an unassailable fact."
gambit,noun,"a manuveur or risk in a game or conversation, designed to secure an advantage.","Randy played a gambit, telling his boss that he would leave at the end of the week if he didn't get a raise."
pragmatic,adjective,guided by practical experience and observation rather than theory.,"Rather than make a philosophical appeal to the Congressmen, the Speaker decided to take a far more pragmatic approach, making small side-deals that would add votes to his bill."
pejorative,adjective,expressing disapproval (usu.,"refers to a term). Most psychologists object to the pejorative term ""shrink"", believing that they expand the human mind, not limit it. This word has other definitions but this is the most important one for the GRE."
appreciable,adjective,large enough to be noticed (usu.,refers to an amount). There is an appreciable difference between those who say they can get the job done and those who actually get the job done.
uncanny,adjective,suggesting the operation of supernatural influences; surpassing the ordinary or normal.,"Reggie has an uncanny ability to connect with animals: feral cats will readily approach him, and sometimes even wild birds will land on his finger."
remiss,adjective,"to be negligent in one""s duty.","Remiss in his duty to keep the school functioning efficiently, the principle was relieved of his position after only three months."
bilious,adjective,irritable; always angry.,"Rex was bilious all morning, and his face would only take on a look of contentedness when he'd had his morning cup of coffee."
